City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Kapa'A,US,22.0752,-159.319,75.52,68,0,16.11,clear sky
Correntina,BR,-13.3433,-44.6367,77.29,62,100,1.61,overcast clouds
Varkaus,FI,62.3153,27.873,35.69,97,100,3.83,light rain
Lerwick,GB,60.1545,-1.1494,38.26,83,100,22.64,light rain
Ilulissat,GL,69.2167,-51.1,17.62,62,40,3.44,scattered clouds
Puerto Ayacucho,VE,5.6639,-67.6236,88.36,57,96,4.12,overcast clouds
Papao,PF,-17.75,-149.55,85.68,77,26,18.41,scattered clouds
Caleta De Carquin,PE,-11.0925,-77.6267,73.85,78,74,8.05,broken clouds
Chibougamau,CA,49.9168,-74.3659,31.62,64,20,12.66,light snow
Shingu,JP,33.7333,135.9833,61.59,92,93,4.88,overcast clouds
Kapuskasing,CA,49.4169,-82.4331,28.49,100,100,13.8,snow
Taroa,MH,8.7058,171.2275,82.27,77,100,18.19,light rain
Inarajan Village,GU,13.2736,144.7484,82.4,81,35,21.56,scattered clouds
Loja,EC,-3.9931,-79.2042,74.61,39,75,18.41,broken clouds
Evinayong,GQ,1.4368,10.5512,67.46,99,100,0.87,light rain
Acarau,BR,-2.8856,-40.12,80.1,81,58,11.61,broken clouds
Labasa,FJ,-16.4167,179.3833,80.56,79,100,10.16,overcast clouds
Chonchi,CL,-42.6128,-73.8092,57.11,70,66,2.19,broken clouds
Usinsk,RU,65.9939,57.5281,26.35,90,89,10.96,overcast clouds
Okondja,GA,-0.6549,13.6753,70.11,99,100,3.2,overcast clouds
Hauterive,FR,46.0901,3.4459,53.35,88,84,4.63,broken clouds
Kismayo,SO,-0.3582,42.5454,81.93,72,100,11.45,overcast clouds
Jora,IN,26.3333,77.8167,69.85,71,0,5.59,clear sky
Dryden,CA,49.7833,-92.7503,26.89,93,100,9.22,light snow
Mossel Bay,ZA,-34.1831,22.146,66.13,80,51,7.74,broken clouds
Undurkhaan,MN,47.3194,110.6556,19.89,46,32,16.46,scattered clouds
Saynshand,MN,44.8824,110.1163,26.28,41,76,7.94,broken clouds
Forster,AU,-32.1667,152.5167,69.12,63,95,12.33,overcast clouds
Jaunpils,LV,56.7325,23.0136,39.47,73,19,17.92,few clouds
Noumea,NC,-22.2763,166.4572,78.01,84,61,10.38,broken clouds
Ambanja,MG,-13.6833,48.45,73.24,94,52,2.46,light rain
Tynec Nad Sazavou,CZ,49.8335,14.5898,52.92,87,97,6.64,overcast clouds
Hilo,US,19.7297,-155.09,79.23,62,20,9.22,few clouds
Lodhran,PK,29.5405,71.6336,66.51,56,7,6.6,clear sky
Cole Harbour,CA,44.6724,-63.4751,37.96,64,68,16.11,broken clouds
Solnechnyy,RU,50.7214,136.6319,25.2,75,100,5.12,overcast clouds
Kailua-Kona,US,19.6406,-155.9956,80.56,67,0,13.8,clear sky
Lady Frere,ZA,-31.7031,27.2329,62.67,91,81,4.21,broken clouds
Kaduy,RU,59.2,37.15,38.8,96,96,4.61,overcast clouds
Ust-Nera,RU,64.5667,143.2,10.85,90,100,3.98,overcast clouds
Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,82,96,15.05,overcast clouds
Vallenar,CL,-28.5708,-70.7581,73.09,53,0,5.95,clear sky
Madang,PG,-5.2246,145.7966,77.72,92,94,8.39,overcast clouds
Alaghsas,NE,17.0187,8.0168,76.57,10,64,4.74,broken clouds
Kayangel,PW,8.0823,134.7173,82.13,72,14,14.29,few clouds
Ebon,MH,4.582,168.6964,82.13,79,77,9.19,broken clouds
Susuman,RU,62.7833,148.1667,16.86,91,100,3.67,light snow
Cam Pha Mines,VN,21.0167,107.3,71.74,91,36,1.9,scattered clouds
Zhangye,CN,38.9342,100.4517,47.21,21,2,3.09,clear sky
Luganville,VU,-15.5333,167.1667,81.75,84,100,7.25,overcast clouds
Ad-Damazin,SD,11.7891,34.3592,81.16,59,100,14.52,light rain
Tabarka,TN,36.9544,8.758,56.05,88,40,8.05,scattered clouds
Baruun-Urt,MN,46.6806,113.2792,19.83,41,50,18.3,scattered clouds
Dharur,IN,18.8167,76.1167,76.75,47,93,13.51,overcast clouds
Batang,ID,-6.4846,110.7083,78.28,86,97,4.03,overcast clouds
Mbanza-Ngungu,CD,-5.25,14.8667,66.9,98,100,2.44,light rain
Mawlaik,MM,23.6333,94.4167,71.08,61,10,0.56,clear sky
Trzebinia,PL,50.1593,19.4697,49.08,89,85,5.32,overcast clouds
Kanggye,KP,40.9695,126.5852,36.9,85,6,4.03,clear sky
Sosnovo-Ozerskoye,RU,52.5249,111.5418,2.32,89,6,5.35,clear sky
Eirunepe,BR,-6.6603,-69.8736,83.01,70,86,2.77,overcast clouds
Nacala,MZ,-14.5428,40.6728,71.49,93,3,7.83,clear sky
Tamanrasset,DZ,22.785,5.5228,66.11,10,0,8.05,clear sky
Sinop,TR,41.7711,34.8709,47.05,86,67,3.6,broken clouds
Tarakan,ID,3.3,117.6333,78.3,100,20,2.3,few clouds
Bayindir,TR,38.2174,27.6474,52.23,94,100,1.9,overcast clouds
Marquette,US,46.5333,-87.6335,33.67,95,100,3.0,overcast clouds
Egilsstadir,IS,65.2653,-14.3948,28.31,100,100,6.91,overcast clouds
Khanty-Mansiysk,RU,61.0042,69.0019,35.71,100,100,2.24,fog
Mwanza,TZ,-2.5167,32.9,70.86,72,67,3.98,broken clouds
Lezhe,AL,41.7836,19.6436,55.85,70,0,9.53,clear sky
Puerto Lempira,HN,15.2667,-83.7667,82.26,68,40,12.41,scattered clouds
Talcahuano,CL,-36.7167,-73.1167,65.88,59,0,10.36,clear sky
Narathiwat,TH,6.3333,101.75,75.16,94,10,2.01,clear sky
Camapua,BR,-19.5314,-54.0439,79.92,65,71,3.51,broken clouds
Nicoya,CR,10.1483,-85.452,86.95,56,64,3.11,broken clouds
Woolgoolga,AU,-30.1106,153.2007,66.07,73,100,20.0,overcast clouds
Castillos,UY,-34.1667,-53.8333,59.45,62,100,13.51,overcast clouds
La Ronge,CA,55.1001,-105.2842,39.45,56,100,5.75,light rain
Deoli,IN,25.75,75.3833,71.94,36,5,6.11,clear sky
Ndelele,CM,4.0333,14.9333,71.42,76,99,1.72,overcast clouds
Fort St. John,CA,56.2499,-120.8529,31.89,69,40,6.91,scattered clouds
'Alaqahdari Dishu,AF,30.4374,63.313,68.18,33,20,9.89,few clouds
Tacuarembo,UY,-31.7333,-55.9833,62.55,83,100,14.32,overcast clouds
Tiznit,MA,29.5833,-9.5,70.99,32,67,3.11,broken clouds
Sumbe,AO,-11.2061,13.8437,75.22,93,100,4.36,moderate rain
Mana,GF,5.6592,-53.7767,77.63,89,69,11.56,broken clouds
Mahriz,IR,31.5917,54.4318,61.41,37,0,2.68,clear sky
Port Blair,IN,11.6667,92.75,79.75,73,95,4.83,overcast clouds
Maksatikha,RU,57.797,35.8825,38.14,88,72,4.79,broken clouds
Kununurra,AU,-15.7667,128.7333,69.78,88,20,0.0,few clouds
Holdrege,US,40.4403,-99.3698,57.25,26,0,24.16,clear sky
Ust'-Barguzin,RU,53.45,108.9833,6.37,96,41,1.1,scattered clouds
Kampung Simpang Renggam,MY,1.8278,103.3,77.83,94,73,2.33,broken clouds
Rongelap,MH,11.1635,166.8941,81.82,79,79,24.43,light rain
Karagandy,KZ,49.8019,73.1021,53.55,72,76,7.65,broken clouds
Vytegra,RU,61.0064,36.4481,34.83,95,50,4.45,scattered clouds
Chimbarongo,CL,-34.7,-71.05,78.48,30,4,5.17,clear sky
Kuta,ID,-8.7233,115.1723,80.55,89,20,6.91,few clouds
Chake Chake,TZ,-5.2459,39.7666,79.12,83,27,7.02,scattered clouds
Crane,US,31.3974,-102.3501,65.5,25,100,18.84,overcast clouds
Afzalpur,IN,17.2,76.35,87.91,32,99,14.72,overcast clouds
Ruzomberok,SK,49.0748,19.3075,41.65,92,100,1.95,overcast clouds
Sisimiut,GL,66.9395,-53.6735,9.23,87,55,7.87,broken clouds
San Antonio De Pale,GQ,-1.4014,5.6325,82.24,75,99,8.23,overcast clouds
Aykol,CN,38.1751,77.2132,59.94,23,81,2.82,broken clouds
Peace River,CA,56.2501,-117.286,35.91,64,100,3.44,overcast clouds
Souillac,MU,-20.5167,57.5167,77.38,83,40,3.44,light rain
Inyonga,TZ,-6.7167,32.0667,64.44,92,99,2.98,light rain
Saint-Pierre,RE,-21.3393,55.4781,74.88,64,20,8.05,few clouds
Peniche,PT,39.3558,-9.3811,59.2,81,61,8.03,broken clouds
Puerto Baquerizo Moreno,EC,-0.9,-89.6,83.39,74,40,2.3,scattered clouds
Callao,PE,-12.0667,-77.15,75.49,73,0,9.22,clear sky
Vuktyl,RU,63.8567,57.3094,29.23,87,99,13.11,overcast clouds
Inhambane,MZ,-23.865,35.3833,72.05,73,6,4.56,clear sky
Leh,IN,34.1667,77.5833,23.54,84,87,3.56,overcast clouds
Ambam,CM,2.3833,11.2833,68.23,99,100,2.95,light rain
Jiazi,CN,22.8779,116.067,71.94,92,97,10.16,overcast clouds
Mejit,MH,10.2753,170.8646,81.84,76,44,16.42,light rain
Enriquillo,DO,17.9,-71.2333,80.62,69,6,10.27,clear sky
Mumbwa,ZM,-14.9783,27.0619,62.58,90,88,3.47,overcast clouds
Hemsby,GB,52.6971,1.6918,55.98,73,100,30.22,overcast clouds
Kodinsk,RU,58.6881,99.1844,10.58,96,65,3.69,broken clouds
Hede,CN,33.7681,120.2517,46.92,94,77,8.97,broken clouds
Mwinilunga,ZM,-11.7358,24.4293,61.72,98,100,2.84,light rain
Porto Velho,BR,-8.7619,-63.9039,77.05,88,75,5.75,broken clouds
China,MX,25.7,-99.2333,88.81,43,57,13.96,broken clouds
Nadi,FJ,-17.8,177.4167,84.2,65,75,8.05,broken clouds
El Granada,US,37.5027,-122.4694,77.52,34,0,0.0,clear sky
Alo,NG,6.5486,4.2686,80.06,83,78,3.24,broken clouds
Sawakin,SD,19.1059,37.3321,77.56,48,3,10.27,clear sky
Grand Falls-Windsor,CA,48.9332,-55.6649,21.27,73,100,12.8,overcast clouds
Itoman,JP,26.1247,127.6694,68.02,94,75,6.91,shower rain
Willemstad,CW,12.1084,-68.9335,84.11,70,20,14.97,few clouds
Tabou,CI,4.423,-7.3528,79.99,85,54,5.73,light rain
Ebaye,MH,8.7748,167.7392,80.62,83,40,14.97,light rain
Pampa,US,35.5362,-100.9599,66.24,22,0,13.8,clear sky
Sardhana,IN,29.15,77.6167,67.28,71,95,4.14,overcast clouds
Zhirnovsk,RU,50.9845,44.7735,48.96,83,60,3.38,broken clouds
Mermoz Boabab,SN,14.7065,-17.4758,74.98,73,0,6.91,clear sky
Monkey Bay,MW,-14.0728,34.9201,72.93,79,4,13.2,clear sky
Priozersk,RU,61.0393,30.1291,36.95,100,100,6.67,overcast clouds
Malango,ID,-2.9627,119.9001,65.75,99,100,1.95,overcast clouds
Khark,IR,29.2614,50.3306,69.22,84,51,2.77,broken clouds
Tarawa,KI,1.419,172.984,84.29,79,100,14.97,overcast clouds
Karagay,RU,58.2667,54.9368,39.83,95,100,8.32,overcast clouds
Las Vegas,US,36.175,-115.1372,79.12,11,0,13.8,clear sky
Flying Fish Cove,CX,-10.4217,105.6791,78.48,94,100,6.91,light rain
Flin Flon,CA,54.7682,-101.865,42.64,49,75,3.44,broken clouds
Tucupita,VE,9.0622,-62.051,77.9,83,98,6.6,overcast clouds
Walla Walla,US,46.0646,-118.343,69.67,48,0,5.99,clear sky
Barnstable,US,41.7001,-70.2995,43.03,76,75,21.85,broken clouds
As Samawah,IQ,31.332,45.2944,65.59,36,0,9.98,clear sky
General Conesa,AR,-40.1,-64.4333,60.12,21,0,9.44,clear sky
Thinadhoo,MV,0.5333,72.9333,82.94,70,95,3.4,overcast clouds
Coruripe,BR,-10.1256,-36.1756,79.32,81,9,7.96,clear sky
Pierre,US,44.3683,-100.351,47.86,50,20,20.71,few clouds
Ingeniero Jacobacci,AR,-41.3427,-69.5448,59.58,32,12,15.43,few clouds
Suntar,RU,62.1444,117.6319,-12.05,100,98,2.44,overcast clouds
Victorica,AR,-36.2151,-65.4359,61.09,32,1,10.63,clear sky
Kitakata,JP,37.65,139.8667,55.56,95,93,3.94,overcast clouds
Gremda,TN,34.75,10.7833,55.6,100,40,4.61,scattered clouds
Loango,CG,-4.6719,11.8312,82.06,83,40,2.3,scattered clouds
Malvan,IN,16.0667,73.4667,78.85,79,45,12.17,scattered clouds
San Luis De La Loma,MX,17.2706,-100.8939,87.35,58,0,8.84,clear sky
Jacmel,HT,18.2342,-72.5347,80.67,70,19,3.71,light rain
Darhan,MN,49.4867,105.9228,25.45,54,99,1.83,overcast clouds
Spring Creek,US,40.7266,-115.5859,59.88,28,0,3.0,clear sky
Molde,NO,62.7375,7.1591,40.84,60,20,16.11,few clouds
Trincomalee,LK,8.5711,81.2335,79.54,83,99,8.77,overcast clouds
Toulepleu Guere,CI,6.574,-8.4259,77.04,81,51,3.0,broken clouds
Kuhmo,FI,64.1333,29.5167,31.32,82,26,4.7,scattered clouds
Las Heras,AR,-46.5419,-68.9359,58.68,31,5,10.54,clear sky
Beira,MZ,-19.8436,34.8389,78.89,73,20,5.75,few clouds
Sunggal,ID,3.5765,98.6151,76.98,100,40,3.44,scattered clouds
Neryungri,RU,56.6709,124.6491,10.89,97,100,1.41,overcast clouds
Maple Glen,US,40.0156,-79.9767,83.17,41,80,10.49,broken clouds
Carloforte,IT,39.145,8.3058,53.71,83,0,10.0,clear sky
Lepsy,KZ,46.235,78.9456,58.51,38,100,4.41,overcast clouds
Humaita,BR,-7.5061,-63.0208,79.2,82,100,3.42,overcast clouds
Paita,PE,-5.0892,-81.1144,77.05,73,81,13.4,broken clouds
Parkersburg,US,39.2667,-81.5615,83.01,30,75,13.8,broken clouds
General Levalle,AR,-34.0147,-63.9241,57.36,55,100,3.94,overcast clouds
George Town,MY,5.4112,100.3354,80.53,82,20,3.44,few clouds
Miri,MY,4.4148,114.0089,78.94,94,20,2.3,few clouds
Andovoranto,MG,-18.95,49.1,73.87,84,82,8.16,light rain
Mwingi,KE,-0.9344,38.0601,69.96,77,74,4.76,broken clouds
Remire-Montjoly,GF,4.9167,-52.2667,78.84,94,100,3.44,overcast clouds
Nago,JP,26.5881,127.9761,65.91,95,100,4.14,moderate rain
Dapaong,TG,10.8639,0.205,89.96,23,61,2.28,broken clouds
Mount Isa,AU,-20.7333,139.5,71.37,60,20,6.91,few clouds
Ndele,CF,8.4109,20.6473,79.02,45,70,0.58,broken clouds
Mandalgovi,MN,45.7625,106.2708,21.36,58,88,10.07,overcast clouds
Prince Rupert,CA,54.3161,-130.3201,44.69,87,75,21.85,light rain
Ostersund,SE,63.1792,14.6357,31.6,100,100,3.0,fog
St. John'S,CA,47.5649,-52.7093,27.16,89,75,20.71,light shower snow
Waingapu,ID,-9.6567,120.2641,77.88,87,87,5.68,light rain
Terrace,CA,54.5163,-128.6035,46.31,76,100,8.05,overcast clouds
Nalut,LY,30.3333,10.85,54.93,57,14,12.5,few clouds
Betio Village,KI,1.358,172.9211,84.24,77,98,18.86,overcast clouds
Puerto Aysen,CL,-45.4,-72.7,52.68,95,0,2.26,clear sky
Tommot,RU,58.9564,126.2925,8.37,98,97,1.03,overcast clouds
Dompu,ID,-8.5356,118.4622,74.35,98,97,1.32,overcast clouds
Prineville,US,44.2999,-120.8345,72.91,20,0,9.22,clear sky
Maitum,PH,6.0392,124.4986,77.94,83,60,3.2,broken clouds
Pak Phanang,TH,8.3511,100.202,72.41,76,24,5.39,few clouds
Tra Mhor,IE,52.1624,-7.1524,44.64,76,30,11.01,scattered clouds
Karatuzskoye,RU,53.6072,92.8667,29.25,98,81,3.0,broken clouds
Concepcion,CL,-36.827,-73.0498,66.0,59,0,10.36,clear sky
Alakurtti,RU,66.9672,30.3491,20.08,99,99,2.17,overcast clouds
Kenai,US,60.5544,-151.2583,33.15,55,100,13.8,overcast clouds
Smithers,CA,54.7804,-127.1743,43.12,65,75,8.05,light intensity shower rain
Atasu,KZ,48.6814,71.6433,50.38,66,49,7.92,scattered clouds
Okoneshnikovo,RU,54.8377,75.0834,44.33,81,100,9.53,overcast clouds
Tangalle,LK,6.024,80.7911,78.26,89,100,7.47,overcast clouds
Lethem,GY,3.3803,-59.7968,83.26,68,83,9.26,broken clouds
San Fernando De Apure,VE,7.8878,-67.4724,93.49,36,100,6.29,overcast clouds
Wuwei,CN,37.9281,102.6414,47.32,25,3,3.94,clear sky
Claremont,US,34.0967,-117.7198,87.91,9,0,10.36,clear sky
Malchin,DE,53.7333,12.7833,44.92,74,58,7.61,broken clouds
Morlenbach,DE,49.5992,8.7347,54.28,86,100,5.01,overcast clouds
San Andres,CO,12.5847,-81.7006,86.02,66,40,11.5,scattered clouds
Boguchany,RU,58.3814,97.4531,18.36,95,100,3.27,overcast clouds
Tari,AO,-11.1105,14.3559,65.34,99,100,1.63,moderate rain
Awjilah,LY,29.1081,21.2869,61.43,42,0,11.34,clear sky
Kushiro,JP,42.975,144.3747,43.75,100,100,1.14,fog
Tsagan Aman,RU,47.5639,46.7218,59.77,62,100,7.56,overcast clouds
Tondano,ID,1.3038,124.9112,69.89,96,95,1.1,overcast clouds
Alotau,PG,-10.3069,150.4462,75.85,97,100,5.64,overcast clouds
Taco Pozo,AR,-25.6167,-63.2833,90.01,28,18,2.44,few clouds
Plau Am See,DE,53.4582,12.2625,45.59,74,91,7.74,overcast clouds
Lazaro Cardenas,MX,17.9583,-102.2,86.68,63,6,10.51,clear sky
Balatonboglar,HU,46.7752,17.6441,53.94,71,41,12.37,scattered clouds
Gillette,US,44.2911,-105.5022,50.11,44,0,19.57,clear sky
Najran,SA,17.4924,44.1277,73.08,27,16,1.1,few clouds
San Felipe,VE,10.3399,-68.7425,80.29,78,100,8.16,light rain
Bireun,ID,5.203,96.7009,77.83,83,8,4.52,clear sky
General Villegas,AR,-35.0328,-63.0125,57.09,58,22,7.52,few clouds
Ad Dilam,SA,23.9915,47.1627,74.75,53,99,20.24,overcast clouds
Grand-Popo,BJ,6.2804,1.8225,82.26,78,58,7.29,broken clouds
Port Augusta,AU,-32.5,137.7667,70.95,43,85,2.21,overcast clouds
Mar Del Plata,AR,-38.0023,-57.5575,59.09,63,75,12.66,broken clouds
Huangshan,CN,29.7114,118.3125,55.51,89,3,2.39,clear sky
Dolinsk,RU,47.35,142.8,28.65,98,100,11.54,snow
Yanykurgan,KZ,43.915,67.2481,58.53,46,31,7.7,scattered clouds
Umm Kaddadah,SD,13.6017,26.6876,87.67,16,93,24.43,overcast clouds
Zaragoza,ES,41.6561,-0.8773,64.02,36,0,1.99,clear sky
Shorapur,IN,16.5167,76.75,86.88,33,100,10.89,overcast clouds
Greymouth,NZ,-42.4667,171.2,59.25,77,100,10.33,overcast clouds
Rehoboth,NA,-23.3167,17.0833,73.71,50,51,5.48,broken clouds
Maumere,ID,-8.6199,122.2111,78.06,80,65,1.39,broken clouds
Al Qadarif,SD,14.0349,35.3834,87.49,36,88,3.42,overcast clouds
Volchansk,RU,59.9378,60.081,42.44,88,100,7.74,overcast clouds
Aldan,RU,58.6031,125.3894,12.31,92,100,1.39,overcast clouds
Qarauyl,KZ,48.9451,79.255,49.86,33,100,5.23,overcast clouds
Gizo,SB,-8.103,156.8419,82.15,78,100,16.17,light rain
Kupino,RU,54.3663,77.2981,37.27,87,100,10.94,overcast clouds
Aral,CN,40.5156,81.2636,66.7,20,91,8.19,overcast clouds
Kapit,MY,2.0167,112.9333,73.83,100,100,0.83,overcast clouds
Camana,PE,-16.6228,-72.7111,73.87,78,5,6.55,clear sky
La Sarre,CA,48.8002,-79.1996,30.65,97,100,13.98,light snow
Quibala,AO,-10.7337,14.98,63.59,99,100,2.95,light rain
Ternate,ID,0.8,127.4,79.09,84,90,5.35,overcast clouds
Ivdel',RU,60.6911,60.4206,43.61,89,90,6.24,overcast clouds
Aztec,US,36.8222,-107.9929,63.21,14,0,5.84,clear sky
Nuuk,GL,64.1835,-51.7216,18.21,62,20,8.05,few clouds
Vorgashor,RU,67.5833,63.95,21.83,92,95,9.1,overcast clouds
Centralina,BR,-18.5839,-49.1994,77.09,69,49,5.12,scattered clouds
Yaren,NR,-0.5472,166.916,83.34,71,97,8.86,overcast clouds
Ajdabiya,LY,30.7554,20.2263,59.36,67,0,5.48,clear sky
Atar,MR,20.5169,-13.0499,85.98,17,23,4.05,few clouds
Tome,CL,-36.6167,-72.95,65.01,78,98,4.97,overcast clouds
Qamdo,CN,31.1667,97.2333,34.21,69,92,3.22,overcast clouds
Magadan,RU,59.5667,150.8,28.06,95,100,6.73,light snow
Poso,ID,-1.3959,120.7524,76.15,82,61,4.63,broken clouds
Mahina,PF,-17.5065,-149.489,85.77,70,75,9.22,broken clouds
Tinajo,ES,29.0788,-13.7081,65.28,77,0,2.3,light rain
Island Harbour,GB,50.724,-1.2758,53.98,80,100,14.0,overcast clouds
Dungarvan,IE,52.0881,-7.6253,43.9,74,25,18.59,scattered clouds
Mata-Utu,WF,-13.2816,-176.1745,83.62,74,98,10.31,light rain
Bintulu,MY,3.1667,113.0333,77.41,100,20,3.44,few clouds
Kavaratti,IN,10.5669,72.642,82.53,75,36,7.78,scattered clouds
Tongliao,CN,43.6125,122.2653,41.49,53,91,20.13,overcast clouds
Diego De Almagro,CL,-26.3667,-70.05,73.98,36,0,7.96,clear sky
Maridi,SS,4.9158,29.4742,68.61,94,96,2.55,light rain
Saldanha,ZA,-33.0117,17.9442,59.05,85,0,7.76,clear sky
Muynoq,UZ,43.7683,59.0214,57.76,54,62,13.87,broken clouds
Al Jubayl,SA,27.0112,49.6583,68.36,84,100,10.69,overcast clouds
Lira,UG,2.235,32.9097,70.32,63,84,3.11,broken clouds
Mosjoen,NO,65.836,13.1908,34.32,86,100,5.01,overcast clouds
Piterka,RU,50.6803,47.4454,47.79,93,91,2.82,overcast clouds
Razole,IN,16.4833,81.8333,76.46,86,92,1.9,overcast clouds
Auki,SB,-8.7676,160.7034,77.45,93,100,5.7,overcast clouds
Yuzhne,UA,46.6221,31.1013,49.48,63,3,8.99,clear sky
Kongolo,CD,-5.3833,27.0,69.76,97,100,1.7,overcast clouds
Sechura,PE,-5.5569,-80.8222,81.03,62,47,14.25,scattered clouds
Beitbridge,ZW,-22.2167,30.0,71.82,50,0,3.89,clear sky
Abeche,TD,13.8292,20.8324,84.06,40,100,4.21,overcast clouds
Bodo,NO,67.28,14.405,38.95,69,40,6.91,scattered clouds
Sirjan,IR,29.452,55.6814,55.31,74,71,7.25,light rain
Torbali,TR,38.1519,27.3622,54.63,94,100,2.24,overcast clouds
Wagar,SD,16.1525,36.2032,80.26,52,17,19.3,few clouds
Asekeyevo,RU,53.5742,52.7972,41.07,86,44,1.12,scattered clouds
Taoudenni,ML,22.6783,-3.9836,79.63,11,0,10.27,clear sky
Cuyo,PH,10.8525,121.0086,80.92,75,92,6.2,overcast clouds
Lata,PT,40.1629,-8.3327,59.2,66,70,1.01,broken clouds
Gemena,CD,3.25,19.7667,69.89,93,100,2.08,light rain
Kuala Terengganu,MY,5.3302,103.1408,78.75,89,20,3.44,few clouds
Coronel Dorrego,AR,-38.7187,-61.2873,52.83,49,4,3.8,clear sky
Pleiku,VN,13.9833,108.0,68.59,56,4,2.53,clear sky
Rizokarpaso,CY,35.6,34.375,54.81,76,2,15.46,clear sky
Jianshui,CN,23.6363,102.8264,65.89,49,28,10.6,scattered clouds
Kayyerkan,RU,69.3786,87.7439,18.7,83,100,16.89,overcast clouds
Hengshui,CN,37.7322,115.7011,49.8,47,0,7.52,clear sky
Bandon,IE,51.7469,-8.7425,42.39,75,52,14.32,broken clouds
Moyynkum,KZ,44.2914,72.9469,58.95,72,100,6.17,overcast clouds
Kuanda,RU,56.3161,116.0806,9.25,96,100,4.94,light snow
Balod,IN,20.73,81.2047,74.23,69,100,2.57,overcast clouds
Namtsy,RU,62.7161,129.6658,-2.0,100,99,2.24,overcast clouds
Galle,LK,6.0367,80.217,82.02,77,100,9.28,overcast clouds
Mikuni,JP,36.2171,136.1519,52.41,89,100,5.12,overcast clouds
Itamarandiba,BR,-17.8572,-42.8589,68.02,97,89,4.47,overcast clouds
Lashio,MM,22.9333,97.75,67.41,59,16,0.27,few clouds
Vega De Alatorre,MX,20.0333,-96.6333,86.23,70,29,12.28,scattered clouds
Zarand,IR,30.8127,56.564,60.24,57,100,5.99,overcast clouds
Makassar,ID,-5.14,119.4221,75.25,94,40,3.44,scattered clouds
Surgut,RU,61.25,73.4167,37.58,100,100,6.71,fog
Abilene,US,32.4487,-99.7331,69.08,34,0,20.71,clear sky
Asosa,ET,10.0667,34.5333,65.17,84,100,3.22,overcast clouds
San Vicente De Canete,PE,-13.0751,-76.3835,73.74,73,37,4.9,scattered clouds
Itaituba,BR,-4.2761,-55.9836,91.56,55,20,4.61,few clouds
Ulsteinvik,NO,62.3432,5.8487,41.31,77,72,1.99,broken clouds
Tsiombe,MG,-25.3,45.4833,69.76,62,0,10.42,clear sky
Ploudalmezeau,FR,48.5333,-4.65,53.98,87,100,20.71,overcast clouds
Alofi,NU,-19.0595,-169.9187,84.09,70,99,8.05,overcast clouds
Yelizovo,RU,53.1873,158.3805,33.94,51,40,15.66,scattered clouds
Brisas De Zicatela,MX,15.8369,-97.0419,88.32,58,0,11.5,clear sky
Ambovombe,MG,-25.1667,46.0833,70.32,61,1,14.07,clear sky
Ketchikan,US,55.3422,-131.6461,43.34,94,100,18.41,moderate rain
Usevia,TZ,-7.1,31.2333,66.09,94,100,2.44,overcast clouds
Pisek,CZ,49.3088,14.1475,49.28,87,43,2.89,scattered clouds
Vila Franca Do Campo,PT,37.7167,-25.4333,59.88,68,87,0.96,overcast clouds
Severo-Yeniseyskiy,RU,60.3725,93.0408,26.82,97,100,5.77,light snow
Al Mutayrifi,SA,25.4788,49.5576,73.74,79,94,8.99,overcast clouds
Rzepin,PL,52.3464,14.8323,40.17,70,33,5.79,scattered clouds
Hovd,MN,48.0056,91.6419,39.4,27,29,0.85,scattered clouds
Port Macquarie,AU,-31.4333,152.9167,65.07,91,84,4.0,broken clouds
Nizhnyaya Tavda,RU,57.6731,66.1725,45.55,94,100,6.13,overcast clouds
Yuncheng,CN,35.0231,110.9928,53.96,49,76,1.83,broken clouds
Shimoda,JP,34.6667,138.95,64.27,95,100,15.19,overcast clouds
Edmonton,CA,53.5501,-113.4687,47.57,47,100,12.66,overcast clouds
Al Kharijah,EG,25.4514,30.5464,65.57,15,97,8.05,overcast clouds
Tafuna,AS,-14.3358,-170.72,87.75,79,40,5.01,scattered clouds
